Start time,End time,Transcript,English Translation,translate_claude
849.7,859.3,ค่ะตอนนี้ค่ะคุณลูกค้าสามารถระบุผู้รับผลประโยชน์นะคะคุณลูกค้าได้สูงสุดถึง 3 คนหรือว่าระบุว่าอย่างน้อย 1 คนก่อนก็ได้อันนี้จะให้เป็นใครคะ,"Yes, now you can specify up to 3 beneficiaries, customers, or you can specify at least 1 person first. Who will it be?","Okay, now customers can specify up to 3 beneficiaries or at least 1 beneficiary for now. Who would you like to name as the beneficiary?"
864.8,866.2,มีความสัมพันธ์เป็นบุตรเนาะ,There is a relationship with children.,have a child relationship
868.3,871.5,เป็นเด็กชายแล้วก็สะกดชื่อให้นิดนึงค่ะเพื่อความถูกต้อง,It's a boy and my name has been spelled a little for accuracy.,Being a boy and spell the name a little bit for accuracy.
882.0,885.1,อากาศไม้เอกนหนูค่ะ,It's the weather.,The weather is not good today.
885.8,889.2,ไม่อากาศไม้เอกนหนูเป็นจิตมั่นใช่ไหมคะ,"It's not the weather, it's not like I have a confident mind, right?",Not air wood one rat be mind firm right ma'am?
890.9,896.3,แล้วก็อันนี้พอทราบเลขบัตรประจำตัวประชาชนของคุณน้องไหมคะไม่ทราบไม่เป็นไร,"And this one, do you know your ID card number? If you don't know, that's okay.","And also, do you know your younger sibling's national ID number? If you don't know, it's okay."
902.4,903.4,ไม่ทราบไม่เป็นไรนะคะ,I don't know. It's okay.,No worries if you don't know
905.1,905.5,ได้ค่ะ,okay,Yes
918.3,920.5,1 3 2 9 2,1 3 2 9 2,One three two nine two
921.2,923.2,1 3 2 9 2 ค่ะ,1 3 2 9 2,1 3 2 9 2 dear
924.1,925.6,0 0 9 4,0 0 9 4,0094
926.3,927.4,0 9 4 ค่ะ,0 9 4,094 kha
929.1,960.8,แล้วก็ 304 304 ค่ะขออนุญาตทวนนะคะเป็น 132 920094304 นะคะ 0 3 ตัวค่ะ 0 0 9 4 ค่ะเป็น 13292 0 0 9 4 3 0 4 นะคะค่ะค่ะอันนี้ที่อยู่ของคุณน้องก็คือตามที่อยู่ที่คุณลูกค้าอยู่ปัจจุบันเลยเนาะใช่ค่ะค่ะและก็อันนี้ระบุให้ใครเพิ่มเติมไหมคะ,"And it's 304 304. Please allow me to repeat. It's 132 920094304. It's 3 digits. 0 0 9 4. It's 13292 0 0 9 4 3 0 4. This one, your address is the same as the address. You are a current customer, right? And also, is this one specified for anyone else?","And then 304 304, excuse me to repeat, it is 132 920094304, yes, 0 3 digits, 0 0 9 4, yes, it is 13292 0 0 9 4 3 0 4, yes, yes, this is your sister's address, it is the same as your current customer's address, right? Yes, and do you want to specify anyone else?"
962.4,964.2,แต่สถานภาพก็คือเป็น,But the status is,But the status is to be
967.0,969.8,ขออภัยค่ะอันนี้มีความสัมพันธ์เป็นเป็นคู่สมรสเนอะ,"I'm sorry, but this one has a married relationship.","Excuse me, this is a spouse relationship."
970.7,971.8,ใช่แต่เรา,"Yes, but us","Yes, but we"
972.6,976.0,ไม่เป็นไรคำนำหน้าตรงนี้เป็นนายใช่ไหมคะ,"It's okay, the prefix here is Mr, right?","No problem, is this title Mr. right?"
976.7,977.7,มียศมีตำแหน่งไหม,Do you have a rank or position?,Do you have a rank or position?
978.7,981.3,คะ,yes,Yes
999.2,1000.4,เป็นคำลือใช่ไหมคะ,Is it a rumor?,Is it a common phrase?
1001.4,1004.6,แล้วก็ที่อยู่ก็คือตามที่ของคุณลูกค้าเลยเนาะ,And the address is according to the customer.,And the address is as per your customer's address
1006.2,1006.9,ที่อยู่เขา,His address,His address
1008.1,1008.3,ค่ะ,yes,Yes
1013.4,1016.7,แต่ว่า,but,but
1018.4,1019.3,บ้านเลขที่ 1,House number 1,House No. 1
1020.0,1020.6,7 8,7 8,7 8
1024.3,1024.6, ตำบล,district,Subdistrict
1036.3,1037.5,อำเภองาว,Ngao District,Amphoe Ngao
1038.0,1041.2,สระอาวแหวนค่ะ,Ao Waen Pool,Seawave rings
1042.0,1043.3,จังหวัดลำปาง,Lampang Province,Lampang Province
1043.9,1045.4,จังหวัดลำปาง,Lampang Province,Lampang Province
1046.6,1048.2,ค่ะรหัสไปรษณีย์ค่ะ,"Yes, postal code.",Please postal code
1051.5,1062.5,แล้วก็อันนี้เลขบัตรประจำตัวประชาชนพอทราบไหมคะไม่ทราบไม่เป็นไรค่ะอันนี้ให้ใครเพิ่มเติมไหมคะหรือว่าให้ 2 คน,And this one is the national ID card number. Do you know it? I don't know. It's okay. Can I give this one to anyone else? Or will it be given to two people?,"And this one, do you know the citizen ID number? If you don't know, it's okay. Should anyone else be added or just 2 people?"
1064.0,1064.9,ค่ะ,yes,Yes (polite particle used by females)
1070.6,1081.4,ขั้นตอนต่อไปค่ะคุณลูกค้าตัวนี้คุณลูกค้าจะออมผ่านแอปออมผ่านไทยพาณิชย์เราเลยมั้ยหรือว่าจะออมผ่านอ่าบัญชีธนาคารอื่นคะ,"The next step for this customer, will you save through our SCB savings app or will you save through another bank account?","The next step, madam customer, this customer will save through the SCB Easy App or save through another bank account?"
1083.2,1089.8,ได้ค่ะอันนี้คุณลูกค้าเข้าที่หน้า Application ได้เลยนะเจอดาจะพาทำทีละขั้นตอนนะคะ,"Yes, for this you can go to the Application page. Jerda will take you to do it step by step.","This one, the customer can access the Application page right away. I will guide you through each step, ok?"
1104.5,1109.3,ค่ะค่ะอันนี้เข้ามาแล้วคุณลูกค้าเข้าที่เมนูธุรกรรมของฉันนะคะ,"Yes, this one comes in and the customer goes to the My Transactions menu.","Okay, okay, this has come in now, dear customer, go to my transaction menu."
1112.5,1114.1,เข้าธุรกรรมของฉันแล้วเนอะ,I entered my transaction.,"My transaction is done, right?"
1115.4,1115.7,ค่ะ,yes,Yes
1116.2,1119.5,กดคำว่าจ่ายบิลค่ะคุณลูกค้า,"Press the word pay bill, customers.","Click ""Pay the bill"" please, customer."
1122.9,1129.5,เลื่อนลงมาด้านล่างนะคะจะเจอ fwd สีส้มๆ,Scroll down to the bottom and you will find the orange fwd.,Scroll down you will see an orange fwd
1130.4,1132.1,เจอไหมข้างล่างกรุงศรีนี้แหละ,Did you find it below Krungsri?,See you down there Bangkok
1133.0,1137.2,ค่ะในหน้าแรกเลยเนาะอันนี้กดเข้ามาหน้านี้มีอะไรบ้างคะ,"Yes, it's on the first page. Click this one to enter. What's on this page?","Okay on the first page, click here. What's on this page?"
1138.3,1139.4,รหัสลูกค้าเลย,Customer code now,Customer code too
1140.8,1149.9,โอเคค่ะอันนี้เป็นรหัสลูกค้า 1 นะคะมีทั้งหมด 9 ตัวแจ้งทีละ 3 ตัวนะคะค่ะเป็น 328 ค่ะ,"Okay, this one is customer code 1. There are 9 digits in total. Please specify 3 digits at a time. It's 328.","Okay, this is customer code 1. There are 9 digits in total, I'll tell you 3 digits at a time. It's 328."
1150.8,1152.2,ขออภัยค่ะ 3 2 7 ค่ะ,"Sorry, 3 2 7.",Excuse me 3 2 7
1153.7,1156.8,076 ค่ะ,It's 076.,076 yes/ok
1157.4,1165.3,แล้วก็กดตรวจสอบว่าไปที่ fwd ประกันชีวิตไหมนะคะพอกดตรวจสอบแล้วกดยืนยันได้เลยค่ะ,"Then click to check if it goes to fwd life insurance or not. When you click to check, click to confirm.","And then click to check if you go to fwd life insurance, okay? After checking, you can confirm immediately."
1172.2,1181.0,เรียบร้อยค่ะค่ะอันนี้ได้สลิปแล้วนะขออนุญาตแอดไลน์นิดนึงนะคะคุณลูกค้าเพื่อส่งหลักฐานการเก็บออม,"Already done. This one already has the slip. Please allow me to add Line a little, customers, in order to send proof of savings.","All right, this is the slip, I have already received it. May I add you on LINE for a moment, dear customer, in order to send you the proof of savings?"
1201.0,1202.3, n a k a ค่ะ,n a k a,Student
1202.7,1204.5, n a k,n a k,student
1207.8,1208.6, สักครู่นะคะ,Just a moment.,In a moment
1219.3,1220.3,มันเป็น id line,It's an id line.,It is ID line
1221.2,1222.1, H O,HO,H O
1223.0,1225.7, n g l y,n g l y,Thailand
1226.4,1228.1, n a k a,n a k a,bread
1228.7,1230.9,เช้าใช่ไหมคะใช่ค่ะ,Is it morning? Yes.,"Good morning, isn't it?"
1231.2,1239.0,อันนี้จะได้กดเพิ่มเพื่อนไปแล้วขออนุญาตส่งสติ๊กเกอร์ไปให้นะคะรบกวนคุณลูกค้าส่งสลิปการเก็บของให้เจรดานิดนึงนะคะ,This will allow you to add friends and allow me to send stickers to you. I would like to ask the customer to send the packing slip to Gerada a little.,"This is to add a friend and ask permission to send stickers. Would you kindly send me a slip for picking up the item, customer?"
1250.8,1262.7,เรียบร้อยแล้วค่ะคุณลูกค้าขอบคุณนะคะต่อไปค่ะเจอหน้าจะพาคุณลูกค้าผูกบัญชีไว้เนาะนะคะในงวดถัดไปคุณลูกค้าจะได้ไม่ต้องมากดแบบนี้จากกันเราลืมด้วยแบบนี้ค่ะ,"It's already finished, customer. Thank you. Next time, when I see you, I'll take you to link your account. In the next installment, you won't have to press like this to separate us. We forget like this.","Done already, thank you dear customer. Next time, I will assist you to link your account. You won't have to press like this in the next round. We forgot like this."
1264.8,1267.4,อันนี้เข้าไปที่หน้าธุรกรรมของฉันเหมือนเดิมนะคะ,This one goes to my transactions page as before.,This goes to my transaction page as usual.
1273.8,1278.0,ค่ะแล้วก็กดธุรกรรมของฉันแล้วเนาะเลื่อนลงด้านล่างสุดนะคะ,"Yes, then press My Transactions and scroll to the bottom.","Okay and then click on my transaction and then scroll down to the very bottom, okay?"
1280.0,1285.4,มันจะมีคำว่าสมัครบริการหักบัญชีอัตโนมัติลูกค้าเจอไหม,There will be words about applying for automatic debit service. Can customers find it?,"Will there be a phrase like ""Register for automatic account deduction service for customers""?"
1286.4,1289.6,เจอค่ะแล้วก็กดเข้าไปค่ะกดยอมรับได้เลย,Found it and then clicked to accept it.,"I've found it and clicked on it, just accept it."
1295.0,1298.4,พอกดยอมรับแล้วเข้ามาหน้านี้มันจะบอกว่าไปยังใช่ไหมคะ,"When I press accept and come to this page, it will tell me to go, right?","After clicking accept, it will come to this page and ask if you want to proceed or not."
1299.2,1305.1,ค่ะอันนี้ใส่รหัสโค้ดนะคะเป็น 0216 ค่ะ,"Yes, this one, enter the code number, it is 0216.","Yes, this is the code 0216."
1311.0,1316.6,ใส่แล้วด้านล่างมันจะขึ้นเป็นบริษัท fwd ประกันชีวิตเนาะคุณลูกค้ากดเข้าไปตรงนั้นได้เลย,Enter it and at the bottom it will be listed as FWD Life Insurance Company. Customers can just click there.,"Put it down below, and fwd life insurance company will appear. Dear customer, you can click there immediately."
1319.1,1319.4,ค่ะ,yes,Yes (polite particle)
1319.9,1322.6,ค่ะพอกดแล้วหน้านี้มีอะไรบ้างคะ,"Yes, when I click on it, what does this page have?","Here, after clicking, what appears on this page?"
1323.7,1333.1,มีเลขที่อ้างอิง 1 แล้วก็ 2 โอเคค่ะอันนี้ใส่ทั้ง 2 ช่องนะเหมือนกันเดี๋ยวจะขออนุญาตแจ้งทีละ 3 ตัวเหมือนเดิมนะคะเป็น 327 ค่ะ,"There are reference numbers 1 and 2. OK, this one goes into both fields as well. I'll ask for permission to notify you 3 digits at a time as usual. It's 327.",There are reference numbers 1 and 2 okay insert both in the same fields I will request permission to notify 3 digits at a time as usual it is 327
1333.8,1336.7,076 ค่ะ,It's 076.,076 dear
1342.4,1346.7,6 8 9 ค่ะใส่เหมือนกันทั้ง 2 ช่องแล้วก็รบกวนทวนให้นิดนึงค่ะ,6 8 9. Enter the same number in both channels. Please repeat for me a little.,6 8 9 please put the same in both fields and then kindly confirm again for me.
1349.3,1350.2,3 2 7,3 2 7,3 2 7
1351.6,1352.7,0 7 6,0 7 6,076
1354.2,1354.9,6 8 9,6 8 9,6 8 9
1355.7,1355.9, ค่ะ,yes,Yes
1358.9,1366.9,เสร็จแล้วเนาะขั้นตอนต่อไปค่ะคุณลูกค้ามันจะให้คุณลูกค้านะคะส่ง otp ไปที่เบอร์ใช่ไหมคะอันนี้คุณลูกค้ากดแล้วก็,"When you're done, here's the next step. The customer will ask you to send an OTP to the number, right? This is the customer who presses it.","Done already, next step okay, the customer will get an OTP sent to their number, right? This is what the customer needs to enter, okay?"
1367.7,1372.4,ไปเอา otp นะคะมาก่อนได้สลิปแล้วรบกวนแชร์มาให้เสือดำเหมือนเดิมนะคะ,"I'm going to get the OTP first. Once I get the slip, please share it for the Black Panther as usual.","Go get the OTP. Before you get the slip, please share it with me like before."
1412.8,1426.2,แชร์ไปแล้วค่ะได้รับเรียบร้อยแล้วค่ะขอบพระคุณค่ะต่อไปนะคะคุณลูกค้าอันนี้จะเป็นคำถามสุขภาพ 5 ข้อจะได้ขออนุญาตนะถ้าหากว่าข้อไหนไม่สุภาพต้องขออภัยด้วยนะคะคุณลูกค้าพอดีว่าอ่านตามระบบเนาะ,"I've shared it already. I've received it already. Thank you. Next time, customers, this will be 5 health questions so that I can ask for permission. If any of them are not polite, I apologize, customers. I think I read them according to the system.","Shared already, received properly, thank you. Next is 5 health questions, excuse me if any are inappropriate, I'm just reading from the system, dear customer."
1427.1,1440.4,ค่ะท่านเคยถูกปฏิเสธเรื่องการรับประกันภัยเพิ่มอัตราเบี้ยประกันภัยเปลี่ยนแปลงเงื่อนไขสำหรับการขอประกันภัยหรือการขอกลับคืนสู่สถานะเดิมหรือการขอต่ออายุของกรมธรรม์จากบริษัทนี้หรือบริษัทอื่นหรือไม่คะ,"Yes, have you ever been refused insurance, increased premium rates, changed conditions for applying for insurance, or requested reinstatement or renewal of your policy from this company or another company?","Have you ever been denied coverage, had an increased premium, had changes made to your policy conditions, had your policy reinstated or renewed by this or another insurance company?"
1442.9,1450.9,ขอบคุณค่ะท่านเสพหรือเคยเสพยาเสพติดหรือสารเสพติดหรือมีส่วนเกี่ยวข้องกับการค้ายาเสพติดหรือเคยต้องโทษเกี่ยวกับคดียาเสพติดหรือไม่คะ,Thank you. Do you use or have you ever taken drugs or narcotic substances or been involved in drug trafficking or have you ever been convicted of a drug crime?,Thank you. Have you ever used or been involved in the trade of illegal drugs or have you ever been convicted in a drug-related case?
1451.4,1482.0,ขอบคุณค่ะท่านเคยได้รับการวินิจฉัยหรือรับการรักษาหรือตามข้อสังเกตโดยแพทย์ว่าป่วยเป็นโรคเอดส์หรือภูมิคุ้มกันบกพร่องโรคมะเร็งโรคหัวใจโรคหลอดเลือดโรคเบาหวานโรคความดันโลหิตสูงโรคหลอดเลือดในสมองโรคปอดโรควัณโรคโรคหอบหืดโรคเลือดโรคตับโรคไตโรค sle คือการทางร่างกายหรือไม่คะไม่ค่ะขอบคุณค่ะในระหว่าง 5 ปีที่ผ่านมาค่ะท่านเคยได้รับการวินิจฉัยโรคเช่นเอกซเรย์เกิดขึ้นหัวใจตรวจเลือดหรือตรวจด้วยเครื่องมือพิเศษอื่นๆหรือได้รับการปรึกษาเกี่ยวกับสุขภาพหรือเข้ารับการรักษาในสถานพยาบาลหรือไม่คะ,"Thank you. Have you ever been diagnosed or treated or as observed by a doctor that you have AIDS or immune deficiency, cancer, heart disease, vascular disease, diabetes, high blood pressure, cerebrovascular disease, lung disease, tuberculosis, asthma, Blood disease, liver disease, kidney disease, is it a physical disease? No. Thank you. During the past 5 years, have you ever been diagnosed with a disease such as an x-ray, heart test, blood test, or other special equipment test, or received Do you consult about your health or receive treatment at a medical facility?",NA
1485.0,1490.4,ส่วนแรกก็มีโจทย์ประจำปีอ๋อเป็นการตรวจสุขภาพประจำปีอันนี้สุขภาพร่างกายแข็งแรงดีนะคะ,The first part has the annual challenge. It's the annual health check. This one is in good physical health.,"The first part has the annual question, which is the annual health check. This year, my physical health is good."
1497.2,1503.4,แต่มีเป็นหมอปกติก็คือพึ่งเป็นไทรอยด์นี่คือทำได้ไหมคะ,But having a normal doctor means I just have a thyroid problem. Is this possible?,"But there is a normal doctor, it's just thyroid, is it possible?"
1504.5,1506.0,อ่านานหรือยังคะ,Have you read the work yet?,Have you been reading for a long time?
1507.6,1509.4,ซึ่งจะเป็นเมื่อ,which will be when,which will be when
1510.0,1512.9,เดือนที่แล้วเนี่ยค่ะอันนี้ยังรักษาอยู่ไหมคะ,This was a month ago. Is this still being treated?,"Last month, is this still being treated?"
1514.4,1514.8,ใช่ค่ะ,yes,Yes
1515.7,1517.4,ดังนั้นรักษาอยู่อันนี้เป็นโรงพยาบาลไหนคะ,"So, which hospital is this being treated at?",So keep staying here is which hospital?
1518.7,1519.9,โรงพยาบาลลาดพร้าวค่ะ,Lat Phrao Hospital,Ladprao Hospital
1520.7,1522.3,เป็นโรงพยาบาลลาดพร้าวเนาะ,It's Ladprao Hospital.,It's Ladprao Hospital.
1523.0,1525.1,อันนี้เพิ่งตรวจเจอใช่ไหมคะ,Did you just detect this?,"This was just discovered, right?"
1526.2,1526.7,ใช่ค่ะ,yes,Yes
1527.5,1531.8,ลาดพร้าวอันนี้ก็คือยังกินยาปกติใช่ไหมคะ,"Lat Phrao, this means you're still taking your medicine normally, right?","This Lad Phrao is still taking the medicine as usual, isn't it?"
1532.8,1533.5,ใช่ค่ะ,yes,Yes
1536.3,1540.0,ก็คือยังรักษาอยู่เรื่อยๆ,"That is, it is still being treated continuously.",It means continuing treatment
1541.2,1542.1,ใช่ค่ะ,yes,Yes
1547.3,1549.2,นะคะต่อไปนะคะคุณลูกค้า,"Please continue, customers.","Next, please, dear customer"
1550.8,1551.7,สักครู่นะคะ,Just a moment.,In a moment
1555.7,1562.1,ท่านเคยมีหรือกำลังมีอาการกล้ามเนื้ออ่อนแรงกว่าศีรษะรุนแรงเรื้อรังไอเป็นเลือดเจ็บแน่นหน้าอกปวดท้องเรื้อรังอาเจียน,"Have you ever had or are currently experiencing severe, chronic muscle weakness, coughing up blood, chest pain, chronic abdominal pain, and vomiting?","Have you ever had or are you currently experiencing severe, chronic muscle weakness worse than a headache, chronic cough with blood, chest tightness, chronic abdominal pain, vomiting?"
1564.3,1575.1,ขออภัยค่ะปวดท้องเรื้อรังอาเจียนหรือถ่ายเป็นเลือดท้องเสียเรื้อรังปวดข้อเรื้อรังคำพูดก้อนเนื้อในหรือในระหว่าง 6 เดือนที่ผ่านมาถ้ามีอาการอ่อนเพลียหรือน้ำหนักลดลงโดยไม่ดูสาเหตุหรือไม่คะ,"Sorry, chronic stomach pain, vomiting or blood in the diarrhea, chronic diarrhea, chronic joint pain, speech, lump in or during the past 6 months, if you have fatigue or weight loss without looking at the cause?","Sorry, chronic abdominal pain, vomiting or passing blood in stools, chronic diarrhea, chronic joint pain, lumps or masses anywhere in or on the body in the past 6 months, unexplained fatigue or weight loss?"
1578.6,1583.4,ขอบคุณค่ะในรอบ 6 เดือนที่ผ่านมาค่ะอ่าน้ำหนักตัวของท่านเปลี่ยนแปลงหรือไม่คะ,"Thank you. In the past 6 months, has your body weight changed?","Thank you. In the past 6 months, has your weight changed?"
1586.1,1588.7,ก็มีขึ้นๆลงๆแค่เรา,There are ups and downs just for us.,It's just ups and downs for us.
1589.7,1592.4,ขึ้นๆลงๆใช่ไหมคะ,"Up and down, right?","Up and down, right?"
1593.2,1596.0,ใช่ก็คือจากการเราทานนี่แหละเนาะปกติ,"Yes, it's from what we eat. This is normal.","Yes, it's from us eating this, normally."
1596.7,1604.1,ไม่เป็นไรค่ะต่อไปค่ะท่านเป็นผู้มีสัญชาติประเทศที่เกิดที่เกี่ยวข้องกับประเทศสหรัฐอเมริกาหรือไม่คะ,"No problem. Next, are you a citizen of a country of birth related to the United States?","It's okay, going forward, are you a national of a country related to the United States or not?"
1606.0,1618.8,ขอบคุณค่ะท่านเป็นหรือเคยเป็นผู้ถือบัตรประจำตัวผู้มีถิ่นที่อยู่ถาวรอย่างถูกกฎหมายในประเทศสหรัฐอเมริกาหรือไม่ไม่ค่ะขอบคุณค่ะท่านมีหน้าที่เสียภาษีให้แก่กรมสรรพากรของประเทศสหรัฐอเมริกาหรือไม่คะ,Thank you. Are you or have you been a legal permanent resident card holder in the United States? No. Thank you. Are you responsible for paying taxes to the United States Internal Revenue Service?,"Are you or have you ever been a lawful permanent resident of the United States or not? No, thank you. Do you have a tax obligation to the United States Internal Revenue Service or not?"
1622.8,1629.8,ท่านมีสถานะเป็นผู้มีถิ่นที่อยู่ประเทศสหรัฐอเมริกาเพื่อวัตถุประสงค์ในการเก็บภาษีอากรของประเทศสหรัฐอเมริกาหรือไม่คะ,Are you a resident of the United States for United States taxation purposes?,Are you a U.S. person (a U.S. resident alien) for U.S. tax purposes?
1630.6,1636.3,เลยค่ะขอบคุณค่ะอันนี้คุณลูกค้านะคะรบกวนทวนอ่าเลขบัตรประจำตัวประชาชนให้เจออาจารย์นิดนึงค่ะ,Thank you. This one is for the customer. Please repeat the ID card number to see the teacher.,"Thank you so much. This is for you, dear customer. Could you please repeat your national ID number for me?"
1644.5,1650.1,ก็คือเป็น 2 3 2 0 7 0 0 3 6 8 0 0 นะคะ,"That is, it's 2 3 2 0 7 0 0 3 6 8 0 0 .",It is 232070036800 yes
1657.4,1663.6,อ๋อก็คือเป็น 2 3 2 0 7 0 0 3 6 8 0 0 นะคะ,"Oh, that is 2 3 2 0 7 0 0 3 6 8 0 0","Orc means 232070036800, okay?"
1665.2,1669.6,แล้วก็มันหมดอายุของบัตรประจำตัวประชาชนอันนี้พอทราบไหมคะไม่ทราบไม่เป็นไร,And the identity card has expired. Do you know? I don't know. It's okay.,"And then it's the expiration of this ID card, do you know? If you don't know, it's okay."
1671.6,1678.5,ไม่ทราบค่ะไม่เป็นไรค่ะแล้วก็ต่อไปค่ะอันนี้จะเป็นคำขอยินยอมนะคะเป็นคำถาม pdpa นะคะ,"I don't know. It's okay. Next, this will be a request for consent. It's a PDPA question.","I don't know, it's okay, and then go on, this will be a consent request, it's a pdpa question."
1679.0,1696.8,คุณลูกค้านะคะมีความประสงค์และยินยอมให้บริษัทประกันชีวิตส่งและเปิดเผยข้อมูลเกี่ยวกับเบี้ยประกันภัยต่อกรมสรรพากรตามหลักเกณฑ์วิธีการที่กรมสรรพากรกำหนดและหากผู้ขอรับประกันภัยเป็นชาวต่างชาติซึ่งเป็นผู้มีอำนาจที่ต้องภาษีเงินได้ต้องเสียภาษีเงินได้ตามกฎหมายว่าด้วยภาษีอากรอันนี้คุณลูกค้ายินยอมไหมคะ,"Dear customer, you wish and agree to allow the life insurance company to send and disclose information regarding insurance premiums to the Revenue Department in accordance with the rules and procedures specified by the Revenue Department and if the applicant for insurance is a foreigner who is an authorized person who is subject to income tax, he or she must pay. Income tax according to tax law. Do you agree to this?","Dear valued customer, do you consent and allow the life insurance company to send and disclose information regarding your insurance premiums to the Revenue Department in accordance with the criteria and methods prescribed by the Revenue Department? And if the applicant for insurance is a foreigner who is a taxable person, do you consent to having to pay income tax in accordance with the laws on taxation and duties?"
1698.3,1758.2,ขอบคุณค่ะบริษัทไทยพาณิชย์โปรเทคจำกัดและบริษัท fwd ประกันชีวิตจำกัดมหาชนตลาดถึงความสัมพันธ์ในการดูแลข้อมูลส่วนบุคคลเพื่อให้เป็นไปตามพ.ร.บคุ้มครองข้อมูลส่วนบุคคลบริษัทค่ายขอความยินยอมจากคุณลูกค้าซึ่งกรณีที่คุณลูกค้าให้ความยินยอมถือเป็นการให้ความยินยอมสำหรับทุกกรมธรรม์ที่คุณลูกค้ามีอยู่และจะมีกับ fwd นะคะคุณลูกค้ายินยอมให้บริษัทไทยพาณิชย์โปรเทคจำกัดเก็บรวบรวมใช้และเปิดเผยข้อมูลส่วนบุคคลและข้อมูลส่วนบุคคลที่มีความอ่อนไหวเช่นข้อมูลสุขภาพให้แก่บริษัทให้แก่บริษัท fwd ประกันชีวิตจำกัดมหาชนเพื่อวัตถุประสงค์ในการนำเสนอผลิตภัณฑ์บริการและข้อเสนอพิเศษอื่นเกี่ยวกับการประกันภัยและการตรวจสอบที่เกี่ยวข้องรวมถึงยินยอมให้ทำการวิเคราะห์ปรับปรุงผลิตภัณฑ์บริการและข้อและอื่นๆคุณลูกค้ายินยอมนะคะค่ะท่านตกลงและให้ความยินยอมให้บริษัทไทยพาณิชย์โปรเทคจำกัดบริษัทเปิดเผยข้อมูลส่วนบุคคลและข้อมูลใดๆของท่านให้แก่ธนาคารไทยพาณิชย์จำกัดมหาชนและบริษัทในกลุ่มธุรกิจทางการเงินของธนาคารตามที่ปรากฏบน www.scb.co.th.co.th และพันธ,"Thank you Siam Commercial Pro Tech Co., Ltd. and FWD Life Assurance Public Co., Ltd. for their relationship in taking care of personal data in order to comply with the Personal Data Protection Act. The camp company asks for consent from customers, which is the case. The customer gives consent, which is considered consent for all insurance policies that the customer has and will have with fwd. The customer consents to Siam Commercial Protech Company Limited collecting, using and disclosing personal information and personal information. Sensitive information such as health information is provided to FWD Life Assurance Public Company Limited for the purpose of providing insurance products, services and other special offers and related investigations, including consent to analyze and improve products, services and and others, the customer agrees. You agree and give your consent for Siam Commercial Bank Company Limited to disclose your personal information and any information to Siam Commercial Bank Public Company Limited and companies in the financial business group of Bank as shown on www.scb.co.th.co.th and commitments","Thank you, Thai Panich Protech Company Limited and FWD Life Insurance Public Company Limited, for the relationship in taking care of personal data to comply with the Personal Data Protection Act. The company requests consent from customers. In the case that customers give consent, it is considered giving consent for all policies that customers have and will have with FWD. Customers agree to allow Thai Panich Protech Company Limited to collect, use, and disclose personal data and sensitive personal data such as health information to FWD Life Insurance Public Company Limited for the purpose of offering products, services, and other special offers related to insurance and relevant verification, including agreeing to analyze and improve products, services, and other offers. Customers agree. You agree and give consent to Thai Panich Protech Company Limited to disclose your personal data and any information to Siam Commercial Bank Public Company Limited and companies in the bank's financial business group as shown on www.scb.co.th."
1758.3,1817.9,ดีหรือผู้แทนเพื่อการพิจารณาและประกันภัยหรือการจ่ายเงินตามกรมธรรม์คุณลูกค้านะคะยินยอมให้ fwd กับรวบรวมใช้หรือเปิดเผยหาข้อมูลส่วนบุคคลที่อ่อนไหวเช่นข้อมูลสุขภาพของคุณลูกค้าหรือพูดยาวต่อบริษัทประกันภัยอื่นบริษัทประกันภัยต่อหน่วยงานที่มีอำนาจตามกฎหมายบุคลากรทางการแพทย์เพื่อการพัฒนาและประกันภัยหรือการจ่ายเงินตามกรมธรรม์ประกันภัยรถลูกค้านะคะรับทราบว่า fwd เก็บรวบรวมใช้ได้ถือเปิดเผยข้อมูลส่วนบุคคลรวมถึงข้อมูลที่อ่อนไหวของคุณลูกค้าหรือผู้เยาว์เพื่อการพิจารณาและประกันภัยตามนโยบายคุ้มครองข้อมูลส่วนบุคคลในเว็บไซต์ www.fwd.co.th และรับทราบว่า fwd จะเปิดเผยข้อมูลส่วนบุคคลของคุณลูกค้าหรือผู้ย้อนแก่สำนักงานคณะกรรมการคณะกรรมการกำกับและส่งเสริมการประกอบธุรกิจประกันภัยสำนักงานคปภเพื่อการกำกับดูแลธุรกิจประกันภัยสามารถอ่านนโยบายคุ้มครองข้อมูลส่วนบุคคลได้ที่เว็บไซต์ www.oic.or.th คุณลูกค้ารับรองว่าข้อมูลส่วนบุคคลของบุคคลอื่นที่คุณลูกค้าให้แก่ fwd นั้นถูกต้องสมบูรณ์โดยได้รับความยินยอมหรือสามารถอาศัยทางทางกฎหมายในการใช้นะคะ,"Good or representative for consideration and insurance or payment according to the policy, you, the customer, consent to allow fwd to collect, use or disclose sensitive personal information such as health information of the customer or to other insurance companies, reinsurance companies. Work that has legal authority, medical personnel for the development and insurance or payment of car insurance policies. Customers acknowledge that fwd collects, uses, and discloses personal information, including sensitive information, of customers or minors for consideration and Insurance according to the personal information protection policy on the website www.fwd.co.th and acknowledge that fwd will disclose personal information of customers or returnees to the Office of the Insurance Commission, Office of the Insurance Commission for the supervision of the insurance business. You can read the personal information protection policy. at the site www.oic.or.th The customer certifies that the personal information of other people that you provide to fwd is accurate, complete, with consent or can be legally relied upon for use.",NA
